"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Hits"
"org.hibernate.engine.internal.MutableEntityEntryFactory.createEntityEntry ()","130,389 ms (1.2%)","130,389 ms (1.2%)","132,500 ms (0%)","132,500 ms (0%)","19"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.resolveKey ()","122,546 ms (1.2%)","122,546 ms (1.2%)","409,607 ms (0%)","409,607 ms (0%)","69"
"org.mariadb.jdbc.client.column.TimestampColumn.decodeTimestampBinary ()","119,438 ms (1.1%)","119,438 ms (1.1%)","1,718,292 ms (0.1%)","1,718,292 ms (0.1%)","253"
"org.hibernate.internal.util.collections.IdentityMap.get ()","118,748 ms (1.1%)","118,748 ms (1.1%)","238,577 ms (0%)","238,577 ms (0%)","52"
"io.micrometer.core.instrument.Tag.of ()","93,459 ms (0.9%)","93,459 ms (0.9%)","93,459 ms (0%)","93,459 ms (0%)","14"
"org.hibernate.persister.entity.AbstractEntityPersister.setPropertyValues ()","93,080 ms (0.9%)","93,080 ms (0.9%)","93,382 ms (0%)","93,382 ms (0%)","16"
"org.mariadb.jdbc.client.impl.StandardReadableByteBuf.readString ()","92,057 ms (0.9%)","92,057 ms (0.9%)","432,660 ms (0%)","432,660 ms (0%)","59"
"org.hibernate.event.internal.AbstractVisitor.processValue ()","90,071 ms (0.9%)","90,071 ms (0.9%)","442,971 ms (0%)","442,971 ms (0%)","169"
"org.hibernate.jpa.event.internal.CallbackRegistryImpl.postLoad ()","88,499 ms (0.8%)","88,499 ms (0.8%)","88,499 ms (0%)","88,499 ms (0%)","16"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesResultSetImpl.getCurrentRowValue ()","84,216 ms (0.8%)","84,216 ms (0.8%)","4,419,662 ms (0.2%)","4,419,662 ms (0.3%)","642"
"org.hibernate.sql.results.graph.FetchParentAccess.shouldSkipInitializer ()","83,982 ms (0.8%)","83,982 ms (0.8%)","530,227 ms (0%)","530,227 ms (0%)","155"
"org.hibernate.type.descriptor.java.AbstractClassJavaType.extractHashCode ()","80,567 ms (0.8%)","80,567 ms (0.8%)","80,567 ms (0%)","80,567 ms (0%)","23"
"com.zaxxer.hikari.util.ConcurrentBag.requite ()","77,363 ms (0.7%)","77,363 ms (0.7%)","266,748 ms (0%)","227,873 ms (0%)","75"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.wrapCollections ()","72,742 ms (0.7%)","72,742 ms (0.7%)","192,951 ms (0%)","192,951 ms (0%)","32"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.doExecuteQuery ()","71,306 ms (0.7%)","71,306 ms (0.7%)","13,023,779 ms (0.7%)","12,414,507 ms (0.9%)","1,886"
"org.hibernate.engine.spi.EntityKey.equals ()","70,971 ms (0.7%)","70,971 ms (0.7%)","124,716 ms (0%)","124,716 ms (0%)","20"
"org.hibernate.engine.internal.StatefulPersistenceContext.addCollection ()","69,599 ms (0.7%)","69,599 ms (0.7%)","700,738 ms (0%)","700,738 ms (0.1%)","133"
"org.hibernate.sql.results.graph.collection.internal.AbstractCollectionInitializer.resolveInstance ()","67,392 ms (0.6%)","67,392 ms (0.6%)","1,982,906 ms (0.1%)","1,982,906 ms (0.1%)","337"
"org.hibernate.engine.internal.EntityEntryContext.reentrantSafeEntityEntries ()","66,363 ms (0.6%)","66,363 ms (0.6%)","66,363 ms (0%)","66,363 ms (0%)","16"
"org.mariadb.jdbc.plugin.codec.ClobCodec.getClob ()","65,627 ms (0.6%)","65,627 ms (0.6%)","65,627 ms (0%)","65,627 ms (0%)","7"
"org.mariadb.jdbc.client.impl.StandardClient.readResponse ()","64,035 ms (0.6%)","64,035 ms (0.6%)","2,577,223 ms (0.1%)","1,115,331 ms (0.1%)","564"
"ch.qos.logback.classic.Logger.isTraceEnabled ()","63,885 ms (0.6%)","63,885 ms (0.6%)","180,367 ms (0%)","180,367 ms (0%)","76"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.onFlushEntity ()","61,687 ms (0.6%)","61,687 ms (0.6%)","1,265,102 ms (0.1%)","1,265,102 ms (0.1%)","247"
"org.hibernate.sql.results.spi.ListResultsConsumer$Results.addUnique ()","61,288 ms (0.6%)","61,288 ms (0.6%)","61,288 ms (0%)","61,288 ms (0%)","15"
"org.hibernate.engine.internal.EntityEntryContext.processEachManagedEntity ()","56,038 ms (0.5%)","56,038 ms (0.5%)","66,424 ms (0%)","66,424 ms (0%)","12"
"org.hibernate.engine.spi.CollectionKey.equals ()","55,822 ms (0.5%)","55,822 ms (0.5%)","104,955 ms (0%)","104,955 ms (0%)","19"
"org.hibernate.metamodel.mapping.internal.BasicEntityIdentifierMappingImpl.getIdentifier ()","53,536 ms (0.5%)","53,536 ms (0.5%)","53,536 ms (0%)","53,536 ms (0%)","10"
"com.example.sns_project.model.User.<init> ()","51,384 ms (0.5%)","51,384 ms (0.5%)","249,926 ms (0%)","249,926 ms (0%)","33"
"org.hibernate.event.internal.AbstractFlushingEventListener.createOrReuseEventInstance ()","50,801 ms (0.5%)","50,801 ms (0.5%)","50,801 ms (0%)","50,801 ms (0%)","9"
"org.mariadb.jdbc.client.result.Result.wasNull ()","50,425 ms (0.5%)","50,425 ms (0.5%)","50,425 ms (0%)","50,425 ms (0%)","9"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.resolveEntityInstance ()","50,205 ms (0.5%)","50,205 ms (0.5%)","825,291 ms (0%)","825,291 ms (0.1%)","219"
"com.zaxxer.hikari.pool.ProxyFactory.getProxyConnection ()","49,708 ms (0.5%)","49,708 ms (0.5%)","49,708 ms (0%)","49,708 ms (0%)","7"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.deepCopy ()","48,347 ms (0.5%)","48,347 ms (0.5%)","72,549 ms (0%)","72,549 ms (0%)","21"
"org.hibernate.engine.internal.StatefulPersistenceContext.clear ()","47,635 ms (0.5%)","47,635 ms (0.5%)","149,023 ms (0%)","149,023 ms (0%)","44"
"com.fasterxml.jackson.core.io.ContentReference.construct ()","47,560 ms (0.5%)","47,560 ms (0.5%)","47,560 ms (0%)","47,560 ms (0%)","8"
"org.hibernate.sql.results.graph.collection.internal.CollectionAssembler.assemble ()","47,235 ms (0.4%)","47,235 ms (0.4%)","47,823 ms (0%)","47,823 ms (0%)","7"
"org.hibernate.type.descriptor.jdbc.TimestampJdbcType$2.doExtract ()","47,150 ms (0.4%)","47,150 ms (0.4%)","2,204,301 ms (0.1%)","2,204,301 ms (0.2%)","322"
"org.hibernate.sql.results.internal.InitializersList.finishUpRow ()","47,053 ms (0.4%)","47,053 ms (0.4%)","53,879 ms (0%)","53,879 ms (0%)","17"
"org.hibernate.engine.internal.EntityEntryContext.addEntityEntry ()","46,764 ms (0.4%)","46,764 ms (0.4%)","127,609 ms (0%)","127,609 ms (0%)","33"
"org.hibernate.type.AbstractStandardBasicType.isSame ()","45,436 ms (0.4%)","45,436 ms (0.4%)","45,436 ms (0%)","45,436 ms (0%)","4"
"org.hibernate.engine.internal.AbstractEntityEntry.requiresDirtyCheck ()","43,820 ms (0.4%)","43,820 ms (0.4%)","43,820 ms (0%)","43,820 ms (0%)","5"
"org.hibernate.collection.spi.AbstractPersistentCollection.unsetSession ()","43,217 ms (0.4%)","43,217 ms (0.4%)","43,217 ms (0%)","43,217 ms (0%)","10"
"io.micrometer.core.instrument.observation.DefaultMeterObservationHandler.createTags ()","43,076 ms (0.4%)","43,076 ms (0.4%)","286,719 ms (0%)","286,719 ms (0%)","43"
"io.lettuce.core.codec.ByteArrayCodec.getBytes ()","42,248 ms (0.4%)","42,248 ms (0.4%)","42,248 ms (0%)","42,248 ms (0%)","4"
"com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.createInitial ()","41,759 ms (0.4%)","41,759 ms (0.4%)","44,092 ms (0%)","44,092 ms (0%)","5"
"org.mariadb.jdbc.MariaDbClob.length ()","41,386 ms (0.4%)","41,386 ms (0.4%)","41,386 ms (0%)","41,386 ms (0%)","10"
"org.hibernate.engine.spi.CollectionKey.generateHashCode ()","40,767 ms (0.4%)","40,767 ms (0.4%)","121,238 ms (0%)","121,238 ms (0%)","30"
"org.hibernate.sql.results.internal.InitializersList.initializeInstance ()","39,412 ms (0.4%)","39,412 ms (0.4%)","5,174,505 ms (0.3%)","5,174,505 ms (0.4%)","758"
"org.hibernate.sql.results.graph.entity.internal.EntityAssembler.assemble ()","37,754 ms (0.4%)","37,754 ms (0.4%)","37,754 ms (0%)","37,754 ms (0%)","9"
"org.hibernate.event.internal.WrapVisitor.processCollection ()","37,393 ms (0.4%)","37,393 ms (0.4%)","37,393 ms (0%)","37,393 ms (0%)","10"
"org.hibernate.sql.results.internal.InitializersList.resolveInstances ()","36,449 ms (0.3%)","36,449 ms (0.3%)","3,374,093 ms (0.2%)","3,374,093 ms (0.2%)","530"
"org.hibernate.event.internal.AbstractFlushingEventListener$$Lambda$3087.0x0000000801ba0898.accept ()","36,193 ms (0.3%)","36,193 ms (0.3%)","36,193 ms (0%)","36,193 ms (0%)","5"
"org.hibernate.engine.internal.Cascade.cascadeCollection ()","35,700 ms (0.3%)","35,700 ms (0.3%)","368,066 ms (0%)","368,066 ms (0%)","63"
"org.mariadb.jdbc.client.result.CompleteResult.<init> ()","35,115 ms (0.3%)","35,115 ms (0.3%)","675,510 ms (0%)","661,797 ms (0%)","118"
"io.micrometer.common.KeyValue.of ()","34,247 ms (0.3%)","34,247 ms (0.3%)","34,247 ms (0%)","34,247 ms (0%)","7"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.resolveInstance ()","33,884 ms (0.3%)","33,884 ms (0.3%)","1,264,172 ms (0.1%)","1,264,172 ms (0.1%)","294"
"org.hibernate.internal.util.collections.CollectionHelper.mapOfSize ()","32,203 ms (0.3%)","32,203 ms (0.3%)","32,203 ms (0%)","32,203 ms (0%)","6"
"org.hibernate.engine.spi.CascadeStyles$MultipleCascadeStyle.doCascade ()","31,366 ms (0.3%)","31,366 ms (0.3%)","31,366 ms (0%)","31,366 ms (0%)","3"
"io.micrometer.common.KeyValues.iterator ()","31,324 ms (0.3%)","31,324 ms (0.3%)","31,324 ms (0%)","31,324 ms (0%)","4"
"io.micrometer.observation.Observation$Context.<init> ()","30,985 ms (0.3%)","30,985 ms (0.3%)","30,985 ms (0%)","30,985 ms (0%)","3"
"com.zaxxer.hikari.pool.HikariProxyResultSet.next ()","30,921 ms (0.3%)","30,921 ms (0.3%)","30,921 ms (0%)","30,921 ms (0%)","4"
"org.hibernate.sql.results.graph.entity.internal.AbstractBatchEntitySelectFetchInitializer.resolveKey ()","30,433 ms (0.3%)","30,433 ms (0.3%)","128,409 ms (0%)","128,409 ms (0%)","19"
"org.hibernate.engine.spi.CollectionEntry.preFlush ()","30,137 ms (0.3%)","30,137 ms (0.3%)","30,137 ms (0%)","30,137 ms (0%)","6"
"org.hibernate.engine.spi.CascadeStyles$MultipleCascadeStyle.hasOrphanDelete ()","29,707 ms (0.3%)","29,707 ms (0.3%)","29,707 ms (0%)","29,707 ms (0%)","6"
"org.mariadb.jdbc.client.impl.StandardReadableByteBuf.readLengthBuffer ()","28,681 ms (0.3%)","28,681 ms (0.3%)","28,681 ms (0%)","28,681 ms (0%)","8"
"org.hibernate.engine.internal.SessionEventListenerManagerImpl.dirtyCalculationEnd ()","28,131 ms (0.3%)","28,131 ms (0.3%)","28,131 ms (0%)","28,131 ms (0%)","3"
"io.micrometer.common.KeyValues.and ()","28,018 ms (0.3%)","28,018 ms (0.3%)","53,316 ms (0%)","53,316 ms (0%)","14"
"org.jboss.logging.DelegatingBasicLogger.tracef ()","27,790 ms (0.3%)","27,790 ms (0.3%)","57,045 ms (0%)","57,045 ms (0%)","7"
"org.hibernate.sql.results.internal.RowProcessingStateStandardImpl.getJdbcValue ()","27,159 ms (0.3%)","27,159 ms (0.3%)","4,446,821 ms (0.2%)","4,446,821 ms (0.3%)","644"
"org.hibernate.sql.results.graph.collection.internal.DelayedCollectionInitializer.resolveInstance ()","27,033 ms (0.3%)","27,033 ms (0.3%)","2,009,939 ms (0.1%)","2,009,939 ms (0.1%)","343"
"org.apache.tomcat.util.buf.MessageBytes.toBytesSimple ()","26,954 ms (0.3%)","26,954 ms (0.3%)","26,954 ms (0%)","26,954 ms (0%)","4"
"org.apache.tomcat.util.buf.ByteChunk.toStringInternal ()","26,343 ms (0.2%)","26,343 ms (0.2%)","115,787 ms (0%)","115,787 ms (0%)","17"
"org.hibernate.engine.internal.StatefulPersistenceContext.getCollection ()","26,278 ms (0.2%)","26,278 ms (0.2%)","153,466 ms (0%)","153,466 ms (0%)","25"
"org.hibernate.metamodel.mapping.internal.BasicEntityIdentifierMappingImpl.setIdentifier ()","26,006 ms (0.2%)","26,006 ms (0.2%)","87,821 ms (0%)","87,821 ms (0%)","13"
"org.hibernate.engine.jdbc.mutation.internal.PreparedStatementGroupSingleTable.forEachStatement ()","25,415 ms (0.2%)","25,415 ms (0.2%)","142,560 ms (0%)","47,266 ms (0%)","21"
"org.hibernate.internal.SessionImpl.persistOnFlush ()","25,257 ms (0.2%)","25,257 ms (0.2%)","95,082 ms (0%)","95,082 ms (0%)","16"
"org.hibernate.sql.results.graph.collection.internal.CollectionFetch.createAssembler ()","24,821 ms (0.2%)","24,821 ms (0.2%)","71,293 ms (0%)","71,293 ms (0%)","11"
"org.hibernate.sql.results.internal.StandardRowReader.readRow ()","24,587 ms (0.2%)","24,587 ms (0.2%)","9,766,820 ms (0.5%)","9,766,820 ms (0.7%)","1,299"
"org.hibernate.internal.util.collections.IdentityMap.put ()","24,409 ms (0.2%)","24,409 ms (0.2%)","402,984 ms (0%)","402,984 ms (0%)","87"
"org.hibernate.metamodel.mapping.internal.MappingModelCreationHelper$1.deepCopy ()","24,201 ms (0.2%)","24,201 ms (0.2%)","24,201 ms (0%)","24,201 ms (0%)","3"
"org.hibernate.engine.spi.LoadQueryInfluencers.hasSubselectLoadableCollections ()","24,148 ms (0.2%)","24,148 ms (0.2%)","24,724 ms (0%)","24,724 ms (0%)","3"
"org.hibernate.internal.util.collections.CollectionHelper.linkedMapOfSize ()","24,148 ms (0.2%)","24,148 ms (0.2%)","30,974 ms (0%)","30,974 ms (0%)","3"
"org.apache.tomcat.util.http.parser.TokenList.parseTokenList ()","23,656 ms (0.2%)","23,656 ms (0.2%)","91,112 ms (0%)","91,112 ms (0%)","16"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.initializeEntity ()","23,468 ms (0.2%)","23,468 ms (0.2%)","5,058,359 ms (0.3%)","5,058,359 ms (0.4%)","748"
"org.hibernate.event.service.internal.EventListenerGroupImpl.fireEventOnEachListener ()","23,294 ms (0.2%)","23,294 ms (0.2%)","15,226,273 ms (0.8%)","14,977,668 ms (1.1%)","2,533"
"org.hibernate.engine.internal.AbstractEntityEntry.getStatus ()","22,479 ms (0.2%)","22,479 ms (0.2%)","22,479 ms (0%)","22,479 ms (0%)","4"
"org.apache.tomcat.util.http.parser.HttpParser.readDigits ()","22,037 ms (0.2%)","22,037 ms (0.2%)","33,865 ms (0%)","33,865 ms (0%)","3"
"org.hibernate.sql.exec.spi.ExecutionContext.hasCallbackActions ()","21,896 ms (0.2%)","21,896 ms (0.2%)","21,896 ms (0%)","21,896 ms (0%)","2"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.dirtyCheck ()","21,236 ms (0.2%)","21,236 ms (0.2%)","148,638 ms (0%)","148,638 ms (0%)","30"
"com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl.createInstance ()","21,218 ms (0.2%)","21,218 ms (0.2%)","21,327 ms (0%)","21,327 ms (0%)","6"
"org.mariadb.jdbc.client.result.Result.<init> ()","21,104 ms (0.2%)","21,104 ms (0.2%)","21,104 ms (0%)","21,104 ms (0%)","3"
"org.hibernate.loader.ast.internal.AbstractCollectionBatchLoader.finishInitializingKey ()","21,069 ms (0.2%)","21,069 ms (0.2%)","83,674 ms (0%)","83,674 ms (0%)","13"
"io.micrometer.core.instrument.Tags.of ()","20,836 ms (0.2%)","20,836 ms (0.2%)","77,246 ms (0%)","77,246 ms (0%)","12"
"org.mariadb.jdbc.client.result.Result.getLong ()","20,775 ms (0.2%)","20,775 ms (0.2%)","104,325 ms (0%)","104,325 ms (0%)","23"
"org.mariadb.jdbc.MariaDbClob.toString ()","20,529 ms (0.2%)","20,529 ms (0.2%)","592,756 ms (0%)","592,756 ms (0%)","98"
"org.hibernate.sql.results.internal.domain.CircularFetchImpl$CircularFetchAssembler.assemble ()","19,996 ms (0.2%)","19,996 ms (0.2%)","27,589 ms (0%)","27,589 ms (0%)","4"
"org.hibernate.persister.entity.DirtyHelper.isDirty ()","19,137 ms (0.2%)","19,137 ms (0.2%)","79,262 ms (0%)","79,262 ms (0%)","17"
"org.apache.catalina.core.StandardContext.getPaused ()","18,799 ms (0.2%)","18,799 ms (0.2%)","18,799 ms (0%)","18,799 ms (0%)","2"
"io.micrometer.observation.Observation$Event.of ()","18,490 ms (0.2%)","18,490 ms (0.2%)","18,490 ms (0%)","18,490 ms (0%)","2"
"com.fasterxml.jackson.databind.introspect.AnnotatedClassResolver.resolve ()","18,125 ms (0.2%)","18,125 ms (0.2%)","57,311 ms (0%)","57,311 ms (0%)","7"
"io.micrometer.core.instrument.Counter.builder ()","17,844 ms (0.2%)","17,844 ms (0.2%)","17,844 ms (0%)","17,844 ms (0%)","3"
"org.hibernate.sql.results.internal.InitializersList.resolveKeys ()","17,790 ms (0.2%)","17,790 ms (0.2%)","1,117,942 ms (0.1%)","1,117,942 ms (0.1%)","182"
"com.fasterxml.jackson.core.util.BufferRecycler.balloc ()","17,592 ms (0.2%)","17,592 ms (0.2%)","17,592 ms (0%)","17,592 ms (0%)","2"
"org.mariadb.jdbc.Connection.prepareInternal ()","17,420 ms (0.2%)","17,420 ms (0.2%)","30,609 ms (0%)","30,609 ms (0%)","4"
"org.antlr.v4.runtime.ParserRuleContext.getRuleContexts ()","17,065 ms (0.2%)","17,065 ms (0.2%)","17,065 ms (0%)","17,065 ms (0%)","2"
"org.jboss.logging.Logger.logf ()","16,986 ms (0.2%)","16,986 ms (0.2%)","29,254 ms (0%)","29,254 ms (0%)","4"
"org.hibernate.engine.spi.SharedSessionContractImplementor.checkOpen ()","16,519 ms (0.2%)","16,519 ms (0.2%)","21,712 ms (0%)","21,712 ms (0%)","4"
"org.apache.catalina.connector.CoyoteAdapter.service ()","15,505 ms (0.1%)","15,505 ms (0.1%)","50,667,901 ms (2.6%)","41,881,440 ms (3%)","3,459"
"org.hibernate.engine.internal.StatefulPersistenceContext.addEntity ()","15,505 ms (0.1%)","15,505 ms (0.1%)","81,297 ms (0%)","81,297 ms (0%)","13"
"org.hibernate.internal.SessionImpl.getEntityPersister ()","15,505 ms (0.1%)","15,505 ms (0.1%)","15,505 ms (0%)","15,505 ms (0%)","1"
"org.hibernate.metamodel.mapping.internal.PluralAttributeMappingImpl.getMappedFetchOptions ()","15,505 ms (0.1%)","15,505 ms (0.1%)","15,505 ms (0%)","15,505 ms (0%)","1"
"org.hibernate.collection.spi.AbstractPersistentCollection.isConnectedToSession ()","15,505 ms (0.1%)","15,505 ms (0.1%)","15,505 ms (0%)","15,505 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.BeanDeserializer._deserializeOther ()","15,505 ms (0.1%)","15,505 ms (0.1%)","44,679 ms (0%)","44,679 ms (0%)","9"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.instantiateEntity ()","15,453 ms (0.1%)","15,453 ms (0.1%)","642,038 ms (0%)","642,038 ms (0%)","85"
"org.apache.tomcat.util.threads.TaskThread.<init> ()","15,453 ms (0.1%)","15,453 ms (0.1%)","15,453 ms (0%)","15,453 ms (0%)","1"
"org.hibernate.sql.exec.spi.JdbcParameterBindings.createAndAddBinding ()","15,453 ms (0.1%)","15,453 ms (0.1%)","15,453 ms (0%)","15,453 ms (0%)","1"
"org.mariadb.jdbc.message.server.ColumnDefinitionPacket.getColumnLength ()","15,453 ms (0.1%)","15,453 ms (0.1%)","15,453 ms (0%)","15,453 ms (0%)","1"
"org.hibernate.query.spi.AbstractCommonQueryContract.<init> ()","15,453 ms (0.1%)","15,453 ms (0.1%)","30,906 ms (0%)","30,906 ms (0%)","2"
"io.micrometer.core.instrument.LongTaskTimer.builder ()","15,453 ms (0.1%)","15,453 ms (0.1%)","24,401 ms (0%)","24,401 ms (0%)","2"
"org.hibernate.query.internal.QueryOptionsImpl.<init> ()","15,453 ms (0.1%)","15,453 ms (0.1%)","15,453 ms (0%)","15,453 ms (0%)","1"
"com.fasterxml.jackson.databind.node.ObjectNode.<init> ()","15,199 ms (0.1%)","15,199 ms (0.1%)","15,199 ms (0%)","15,199 ms (0%)","2"
"org.hibernate.engine.spi.CascadeStyles$BaseCascadeStyle.reallyDoCascade ()","15,015 ms (0.1%)","15,015 ms (0.1%)","15,015 ms (0%)","15,015 ms (0%)","2"
"org.mariadb.jdbc.client.result.Result.getTimestamp ()","14,999 ms (0.1%)","14,999 ms (0.1%)","1,756,201 ms (0.1%)","1,756,201 ms (0.1%)","263"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl$1.getEffectiveOptionalId ()","14,978 ms (0.1%)","14,978 ms (0.1%)","14,978 ms (0%)","14,978 ms (0%)","3"
"io.micrometer.core.instrument.Tags.and ()","14,969 ms (0.1%)","14,969 ms (0.1%)","117,425 ms (0%)","117,425 ms (0%)","22"
"org.hibernate.engine.internal.StatisticalLoggingSessionEventListener.end ()","14,688 ms (0.1%)","14,688 ms (0.1%)","4,708,378 ms (0.2%)","554,032 ms (0%)","728"
"org.hibernate.type.ManyToOneType.isDirty ()","14,688 ms (0.1%)","14,688 ms (0.1%)","14,688 ms (0%)","14,688 ms (0%)","2"
"org.hibernate.engine.internal.EntityEntryContext.getEntityEntry ()","14,677 ms (0.1%)","14,677 ms (0.1%)","95,278 ms (0%)","95,278 ms (0%)","24"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.<init> ()","14,606 ms (0.1%)","14,606 ms (0.1%)","106,451 ms (0%)","100,569 ms (0%)","45"
"org.hibernate.internal.util.collections.CollectionHelper.determineProperSizing ()","14,431 ms (0.1%)","14,431 ms (0.1%)","14,431 ms (0%)","14,431 ms (0%)","1"
"com.fasterxml.jackson.core.util.TextBuffer.contentsAsInt ()","14,431 ms (0.1%)","14,431 ms (0.1%)","14,431 ms (0%)","14,431 ms (0%)","1"
"com.example.sns_project.model.Comment.<init> ()","14,431 ms (0.1%)","14,431 ms (0.1%)","14,431 ms (0%)","14,431 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.AbstractEntityResultGraphNode.getResultJavaType ()","14,431 ms (0.1%)","14,431 ms (0.1%)","14,431 ms (0%)","14,431 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesSourceProcessingStateStandardImpl.findLoadingCollectionLocally ()","13,913 ms (0.1%)","13,913 ms (0.1%)","67,436 ms (0%)","67,436 ms (0%)","11"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.performDirtyCheck ()","13,885 ms (0.1%)","13,885 ms (0.1%)","121,279 ms (0%)","121,279 ms (0%)","23"
"io.micrometer.common.KeyValues.of ()","12,876 ms (0.1%)","12,876 ms (0.1%)","107,390 ms (0%)","107,390 ms (0%)","21"
"io.micrometer.core.instrument.LongTaskTimer$Builder.register ()","12,868 ms (0.1%)","12,868 ms (0.1%)","41,010 ms (0%)","41,010 ms (0%)","10"
"org.apache.catalina.core.ApplicationFilterChain.doFilter ()","12,810 ms (0.1%)","12,810 ms (0.1%)","50,460,574 ms (2.6%)","41,674,113 ms (3%)","27,966"
"io.micrometer.observation.SimpleObservation.start ()","12,810 ms (0.1%)","12,810 ms (0.1%)","434,895 ms (0%)","434,895 ms (0%)","62"
"org.mariadb.jdbc.util.ParameterList.<init> ()","12,810 ms (0.1%)","12,810 ms (0.1%)","12,810 ms (0%)","12,810 ms (0%)","1"
"org.apache.tomcat.util.net.SocketWrapperBase.transfer ()","12,810 ms (0.1%)","12,810 ms (0.1%)","12,810 ms (0%)","12,810 ms (0%)","1"
"org.hibernate.query.spi.AbstractCommonQueryContract.setParameter ()","12,810 ms (0.1%)","12,810 ms (0.1%)","12,810 ms (0%)","12,810 ms (0%)","1"
"org.mariadb.jdbc.message.server.OkPacket.<init> ()","12,545 ms (0.1%)","12,545 ms (0.1%)","103,325 ms (0%)","103,325 ms (0%)","13"
"org.hibernate.event.internal.ProxyVisitor.processEntity ()","12,398 ms (0.1%)","12,398 ms (0.1%)","22,793 ms (0%)","22,793 ms (0%)","4"
