"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Hits"
"org.hibernate.sql.results.graph.entity.internal.EntityAssembler.assemble ()","4,787 ms (0.7%)","4,787 ms (0.7%)","4,787 ms (0%)","4,787 ms (0%)","7"
"org.hibernate.internal.util.collections.IdentityMap.entryArray ()","4,766 ms (0.7%)","4,766 ms (0.7%)","4,766 ms (0%)","4,766 ms (0%)","9"
"org.hibernate.type.descriptor.java.LongJavaType.wrap ()","4,298 ms (0.7%)","4,298 ms (0.7%)","4,298 ms (0%)","4,298 ms (0%)","5"
"org.hibernate.engine.spi.CascadeStyles$BaseCascadeStyle.reallyDoCascade ()","4,192 ms (0.6%)","4,192 ms (0.6%)","4,192 ms (0%)","4,192 ms (0%)","6"
"com.zaxxer.hikari.pool.HikariProxyResultSet.next ()","4,097 ms (0.6%)","4,097 ms (0.6%)","4,097 ms (0%)","4,097 ms (0%)","5"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesSourceProcessingStateStandardImpl.findLoadingCollectionLocally ()","4,022 ms (0.6%)","4,022 ms (0.6%)","9,780 ms (0%)","9,780 ms (0%)","18"
"org.hibernate.engine.internal.EntityEntryContext.addEntityEntry ()","3,997 ms (0.6%)","3,997 ms (0.6%)","14,334 ms (0%)","14,334 ms (0%)","22"
"org.hibernate.jpa.event.internal.CallbackRegistryImpl.postLoad ()","3,938 ms (0.6%)","3,938 ms (0.6%)","3,938 ms (0%)","3,938 ms (0%)","10"
"org.hibernate.sql.results.graph.collection.internal.CollectionAssembler.assemble ()","3,779 ms (0.6%)","3,779 ms (0.6%)","3,779 ms (0%)","3,779 ms (0%)","6"
"org.mariadb.jdbc.client.ColumnDecoder.decode ()","3,729 ms (0.6%)","3,729 ms (0.6%)","3,729 ms (0%)","3,729 ms (0%)","5"
"com.fasterxml.jackson.core.JsonFactory.createParser ()","3,651 ms (0.6%)","3,651 ms (0.6%)","4,945 ms (0%)","4,945 ms (0%)","6"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl$1.getEffectiveOptionalObject ()","3,589 ms (0.6%)","3,589 ms (0.6%)","3,589 ms (0%)","3,589 ms (0%)","5"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.getEntityFromExecutionContext ()","3,110 ms (0.5%)","3,110 ms (0.5%)","3,110 ms (0%)","3,110 ms (0%)","5"
"org.hibernate.sql.results.internal.InitializersList.initializeInstance ()","3,071 ms (0.5%)","3,071 ms (0.5%)","194,741 ms (0%)","194,741 ms (0.2%)","288"
"org.hibernate.sql.results.internal.ResultsHelper$1.resolveInitializer ()","2,808 ms (0.4%)","2,808 ms (0.4%)","13,074 ms (0%)","13,074 ms (0%)","79"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl$1.getEffectiveOptionalId ()","2,803 ms (0.4%)","2,803 ms (0.4%)","2,803 ms (0%)","2,803 ms (0%)","4"
"org.apache.coyote.http11.Http11InputBuffer.parseHeader ()","2,794 ms (0.4%)","2,794 ms (0.4%)","2,794 ms (0%)","2,794 ms (0%)","3"
"org.hibernate.engine.internal.EntityEntryContext.reentrantSafeEntityEntries ()","2,791 ms (0.4%)","2,791 ms (0.4%)","2,791 ms (0%)","2,791 ms (0%)","7"
"org.hibernate.sql.results.graph.collection.internal.DelayedCollectionInitializer.resolveInstance ()","2,751 ms (0.4%)","2,751 ms (0.4%)","93,875 ms (0%)","93,875 ms (0.1%)","138"
"org.apache.catalina.connector.RequestFacade.getAttribute ()","2,640 ms (0.4%)","2,640 ms (0.4%)","4,255 ms (0%)","4,255 ms (0%)","6"
"com.fasterxml.jackson.core.json.UTF8JsonGenerator._writeStringSegment2 ()","2,613 ms (0.4%)","2,613 ms (0.4%)","2,613 ms (0%)","2,613 ms (0%)","4"
"org.hibernate.sql.results.internal.InitializersList.resolveInstances ()","2,596 ms (0.4%)","2,596 ms (0.4%)","175,019 ms (0%)","175,019 ms (0.2%)","260"
"org.hibernate.engine.internal.StatefulPersistenceContext.addEntry ()","2,588 ms (0.4%)","2,588 ms (0.4%)","16,922 ms (0%)","16,922 ms (0%)","25"
"org.mariadb.jdbc.util.ClientParser.parameterParts ()","2,512 ms (0.4%)","2,512 ms (0.4%)","3,222 ms (0%)","3,222 ms (0%)","4"
"org.apache.coyote.http11.Http11InputBuffer.parseRequestLine ()","2,401 ms (0.4%)","2,401 ms (0.4%)","8,076 ms (0%)","8,076 ms (0%)","11"
"org.antlr.v4.runtime.ParserRuleContext.getRuleContext ()","2,398 ms (0.4%)","2,398 ms (0.4%)","2,398 ms (0%)","2,398 ms (0%)","4"
"org.mariadb.jdbc.client.result.CompleteResult.<init> ()","2,337 ms (0.4%)","2,337 ms (0.4%)","87,443 ms (0%)","50,024 ms (0.1%)","136"
"org.hibernate.event.internal.AbstractFlushingEventListener.flushCollections ()","2,265 ms (0.3%)","2,265 ms (0.3%)","8,913 ms (0%)","8,913 ms (0%)","15"
"org.hibernate.event.internal.DefaultLoadEventListener.checkId ()","2,203 ms (0.3%)","2,203 ms (0.3%)","2,203 ms (0%)","2,203 ms (0%)","2"
"org.apache.coyote.http11.Http11Processor.isConnectionToken ()","2,196 ms (0.3%)","2,196 ms (0.3%)","7,512 ms (0%)","7,512 ms (0%)","9"
"org.mariadb.jdbc.client.impl.StandardReadableByteBuf.readString ()","2,124 ms (0.3%)","2,124 ms (0.3%)","9,121 ms (0%)","9,121 ms (0%)","14"
"org.hibernate.engine.spi.BatchFetchQueue.addBatchLoadableCollection ()","2,093 ms (0.3%)","2,093 ms (0.3%)","34,139 ms (0%)","34,139 ms (0%)","50"
"org.hibernate.sql.results.graph.DomainResultAssembler.assemble ()","2,003 ms (0.3%)","2,003 ms (0.3%)","128,006 ms (0%)","128,006 ms (0.1%)","194"
"org.hibernate.sql.results.internal.InitializersList$Builder.build ()","1,998 ms (0.3%)","1,998 ms (0.3%)","1,998 ms (0%)","1,998 ms (0%)","3"
"org.hibernate.engine.internal.StatefulPersistenceContext.addEntity ()","1,997 ms (0.3%)","1,997 ms (0.3%)","4,849 ms (0%)","4,849 ms (0%)","7"
"org.apache.tomcat.util.http.ValuesEnumerator.findNext ()","1,904 ms (0.3%)","1,904 ms (0.3%)","1,904 ms (0%)","1,904 ms (0%)","2"
"org.hibernate.metamodel.mapping.internal.MappingModelCreationHelper$1.deepCopy ()","1,887 ms (0.3%)","1,887 ms (0.3%)","1,887 ms (0%)","1,887 ms (0%)","2"
"org.hibernate.sql.results.internal.InitializersList.finishUpRow ()","1,882 ms (0.3%)","1,882 ms (0.3%)","1,882 ms (0%)","1,882 ms (0%)","3"
"org.apache.tomcat.util.net.NioEndpoint$Poller.timeout ()","1,802 ms (0.3%)","1,802 ms (0.3%)","3,796 ms (0%)","3,796 ms (0%)","4"
"jakarta.servlet.http.HttpServletRequestWrapper.getMethod ()","1,797 ms (0.3%)","1,797 ms (0.3%)","1,797 ms (0%)","1,797 ms (0%)","2"
"org.apache.tomcat.util.net.NioEndpoint$Poller.run ()","1,795 ms (0.3%)","1,795 ms (0.3%)","295,995 ms (0%)","20,590 ms (0%)","1"
"org.hibernate.event.internal.DefaultFlushEntityEventListener.wrapCollections ()","1,786 ms (0.3%)","1,786 ms (0.3%)","17,303 ms (0%)","17,303 ms (0%)","27"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.resolveInstance ()","1,783 ms (0.3%)","1,783 ms (0.3%)","55,158 ms (0%)","55,158 ms (0.1%)","98"
"org.apache.coyote.Response.checkSpecialHeader ()","1,707 ms (0.3%)","1,707 ms (0.3%)","1,707 ms (0%)","1,707 ms (0%)","2"
"io.micrometer.core.instrument.Tags.tagsEqual ()","1,705 ms (0.3%)","1,705 ms (0.3%)","1,705 ms (0%)","1,705 ms (0%)","2"
"com.fasterxml.jackson.core.json.UTF8StreamJsonParser._skipWS ()","1,694 ms (0.3%)","1,694 ms (0.3%)","1,694 ms (0%)","1,694 ms (0%)","2"
"org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.executeQuery ()","1,694 ms (0.3%)","1,694 ms (0.3%)","7,603,073 ms (0.5%)","113,999 ms (0.1%)","3,667"
"org.hibernate.engine.spi.BatchFetchQueue.collectBatchLoadableCollectionKeys ()","1,674 ms (0.3%)","1,674 ms (0.3%)","5,177 ms (0%)","5,177 ms (0%)","8"
"org.apache.catalina.core.ApplicationFilterChain.addFilter ()","1,611 ms (0.2%)","1,611 ms (0.2%)","1,611 ms (0%)","1,611 ms (0%)","2"
"org.hibernate.sql.results.graph.collection.internal.AbstractCollectionInitializer.resolveKey ()","1,594 ms (0.2%)","1,594 ms (0.2%)","24,137 ms (0%)","24,137 ms (0%)","37"
"com.fasterxml.jackson.core.json.UTF8JsonGenerator._verifyValueWrite ()","1,537 ms (0.2%)","1,537 ms (0.2%)","1,537 ms (0%)","1,537 ms (0%)","4"
"org.hibernate.engine.internal.StatefulPersistenceContext.postLoad ()","1,502 ms (0.2%)","1,502 ms (0.2%)","18,504 ms (0%)","18,504 ms (0%)","32"
"org.hibernate.sql.results.graph.entity.internal.EntityJoinedFetchInitializer.resolveKey ()","1,495 ms (0.2%)","1,495 ms (0.2%)","38,654 ms (0%)","38,654 ms (0%)","91"
"com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap.afterWrite ()","1,494 ms (0.2%)","1,494 ms (0.2%)","1,494 ms (0%)","1,494 ms (0%)","2"
"org.hibernate.type.BasicType.getMappedJavaType ()","1,457 ms (0.2%)","1,457 ms (0.2%)","1,457 ms (0%)","1,457 ms (0%)","3"
"io.micrometer.core.instrument.MeterRegistry.registerMeterIfNecessary ()","1,413 ms (0.2%)","1,413 ms (0.2%)","3,119 ms (0%)","3,119 ms (0%)","6"
"org.hibernate.sql.results.internal.InitializersList.resolveKeys ()","1,395 ms (0.2%)","1,395 ms (0.2%)","60,882 ms (0%)","60,882 ms (0.1%)","89"
"org.mariadb.jdbc.client.socket.impl.PacketReader.readReusablePacket ()","1,361 ms (0.2%)","1,361 ms (0.2%)","271,503 ms (0%)","30,703 ms (0%)","402"
"io.lettuce.core.protocol.Command.encode ()","1,289 ms (0.2%)","1,289 ms (0.2%)","1,289 ms (0%)","1,289 ms (0%)","2"
"org.apache.tomcat.util.buf.ByteChunk.append ()","1,206 ms (0.2%)","1,206 ms (0.2%)","1,206 ms (0%)","1,206 ms (0%)","4"
"io.lettuce.core.metrics.MicrometerCommandLatencyRecorder.isCommandEnabled ()","1,201 ms (0.2%)","1,201 ms (0.2%)","1,201 ms (0%)","1,201 ms (0%)","1"
"org.hibernate.internal.SessionImpl.isTransactionFlushable ()","1,196 ms (0.2%)","1,196 ms (0.2%)","1,196 ms (0%)","1,196 ms (0%)","1"
"org.apache.tomcat.util.collections.SynchronizedStack.pop ()","1,195 ms (0.2%)","1,195 ms (0.2%)","1,195 ms (0%)","1,195 ms (0%)","1"
"io.micrometer.observation.ObservationHandler$FirstMatchingCompositeObservationHandler.onEvent ()","1,185 ms (0.2%)","1,185 ms (0.2%)","5,493 ms (0%)","5,493 ms (0%)","8"
"org.hibernate.sql.results.internal.InitializersList.startLoading ()","1,184 ms (0.2%)","1,184 ms (0.2%)","1,184 ms (0%)","1,184 ms (0%)","2"
"org.apache.catalina.connector.CoyoteAdapter.convertURI ()","1,170 ms (0.2%)","1,170 ms (0.2%)","2,366 ms (0%)","2,366 ms (0%)","2"
"org.hibernate.sql.results.graph.entity.AbstractEntityInitializer.registerLoadingEntity ()","1,108 ms (0.2%)","1,108 ms (0.2%)","2,994 ms (0%)","2,994 ms (0%)","4"
"org.hibernate.query.sqm.tree.domain.AbstractSqmPath.getResolvedModel ()","1,106 ms (0.2%)","1,106 ms (0.2%)","1,106 ms (0%)","1,106 ms (0%)","1"
"org.hibernate.loader.ast.spi.Loadable.isAffectedByInfluencers ()","1,103 ms (0.2%)","1,103 ms (0.2%)","1,103 ms (0%)","1,103 ms (0%)","1"
"jakarta.servlet.http.HttpServletRequestWrapper.getRequestURI ()","1,103 ms (0.2%)","1,103 ms (0.2%)","1,103 ms (0%)","1,103 ms (0%)","1"
"org.apache.catalina.connector.Request.getHttpServletMapping ()","1,103 ms (0.2%)","1,103 ms (0.2%)","1,103 ms (0%)","1,103 ms (0%)","1"
"com.example.sns_project.service.PostService.getPostById ()","1,091 ms (0.2%)","1,091 ms (0.2%)","155,663 ms (0%)","144,046 ms (0.2%)","248"
"org.hibernate.internal.SessionImpl.getTransactionIfAccessible ()","1,091 ms (0.2%)","1,091 ms (0.2%)","1,091 ms (0%)","1,091 ms (0%)","1"
"org.hibernate.query.spi.AbstractSelectionQuery.afterQuery ()","1,089 ms (0.2%)","1,089 ms (0.2%)","1,089 ms (0%)","1,089 ms (0%)","1"
"org.hibernate.metamodel.mapping.internal.BasicEntityIdentifierMappingImpl.setIdentifier ()","1,088 ms (0.2%)","1,088 ms (0.2%)","1,088 ms (0%)","1,088 ms (0%)","2"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.doExecuteQuery ()","1,087 ms (0.2%)","1,087 ms (0.2%)","8,204,793 ms (0.5%)","715,719 ms (0.8%)","4,598"
"org.hibernate.sql.results.graph.collection.internal.CollectionFetch.createInitializer ()","1,028 ms (0.2%)","1,028 ms (0.2%)","3,423 ms (0%)","3,423 ms (0%)","8"
"org.apache.tomcat.util.http.MimeHeaders.getValue ()","1,013 ms (0.2%)","1,013 ms (0.2%)","1,013 ms (0%)","1,013 ms (0%)","1"
"org.hibernate.loader.ast.internal.AbstractCollectionBatchLoader.load ()","1,008 ms (0.2%)","1,008 ms (0.2%)","749,911 ms (0%)","657,437 ms (0.8%)","1,118"
"com.zaxxer.hikari.pool.HikariProxyConnection.getAutoCommit ()","1,008 ms (0.2%)","1,008 ms (0.2%)","1,008 ms (0%)","1,008 ms (0%)","1"
"org.mariadb.jdbc.client.context.BaseContext$$Lambda$776.0x0000000801127168.apply ()","1,008 ms (0.2%)","1,008 ms (0.2%)","4,738 ms (0%)","4,738 ms (0%)","6"
"org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","1,005 ms (0.2%)","1,005 ms (0.2%)","46,076,149 ms (2.8%)","2,706,866 ms (3.2%)","10,057"
"org.hibernate.engine.internal.StatefulPersistenceContext.managedEntitiesIterator ()","998 ms (0.2%)","998 ms (0.2%)","998 ms (0%)","998 ms (0%)","1"
"org.hibernate.sql.results.graph.entity.internal.AbstractBatchEntitySelectFetchInitializer.<init> ()","997 ms (0.2%)","997 ms (0.2%)","997 ms (0%)","997 ms (0%)","1"
"org.apache.tomcat.util.threads.TaskQueue.poll ()","996 ms (0.2%)","996 ms (0.2%)","13,033,234 ms (0.8%)","10,110 ms (0%)","20,112"
"org.apache.catalina.connector.OutputBuffer.isBlocking ()","995 ms (0.2%)","995 ms (0.2%)","995 ms (0%)","995 ms (0%)","1"
"org.hibernate.type.CollectionType.getAssociatedEntityName ()","993 ms (0.2%)","993 ms (0.2%)","993 ms (0%)","993 ms (0%)","1"
"io.lettuce.core.protocol.CommandHandler$AddToStack.newInstance ()","990 ms (0.2%)","990 ms (0.2%)","990 ms (0%)","990 ms (0%)","1"
"com.fasterxml.jackson.databind.type.TypeFactory._fromAny ()","990 ms (0.2%)","990 ms (0.2%)","990 ms (0%)","990 ms (0%)","1"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer.serialize ()","988 ms (0.2%)","988 ms (0.2%)","2,526 ms (0%)","2,526 ms (0%)","5"
"org.hibernate.sql.results.internal.RowProcessingStateStandardImpl.getQueryOptions ()","985 ms (0.2%)","985 ms (0.2%)","985 ms (0%)","985 ms (0%)","2"
"org.mariadb.jdbc.ClientPreparedStatement.executeQuery ()","981 ms (0.2%)","981 ms (0.2%)","272,872 ms (0%)","105,724 ms (0.1%)","412"
"org.hibernate.dialect.Dialect.addSqlHintOrComment ()","981 ms (0.2%)","981 ms (0.2%)","981 ms (0%)","981 ms (0%)","1"
"io.micrometer.observation.SimpleObservation.stop ()","919 ms (0.1%)","919 ms (0.1%)","6,116 ms (0%)","6,116 ms (0%)","8"
"org.apache.coyote.http11.Http11InputBuffer.addActiveFilter ()","910 ms (0.1%)","910 ms (0.1%)","910 ms (0%)","910 ms (0%)","1"
"org.apache.coyote.http11.Http11Processor.setSocketWrapper ()","908 ms (0.1%)","908 ms (0.1%)","908 ms (0%)","908 ms (0%)","1"
"io.netty.buffer.PoolChunk.incrementPinnedMemory ()","908 ms (0.1%)","908 ms (0.1%)","908 ms (0%)","908 ms (0%)","1"
"org.hibernate.type.descriptor.java.DataHelper.extractString ()","907 ms (0.1%)","907 ms (0.1%)","30,490 ms (0%)","30,490 ms (0%)","67"
"org.apache.tomcat.util.http.parser.TokenList.parseTokenList ()","907 ms (0.1%)","907 ms (0.1%)","5,315 ms (0%)","5,315 ms (0%)","10"
"io.lettuce.core.protocol.RedisStateMachine.doDecode ()","906 ms (0.1%)","906 ms (0.1%)","906 ms (0%)","906 ms (0%)","1"
"org.hibernate.event.internal.FlushVisitor.processCollection ()","905 ms (0.1%)","905 ms (0.1%)","17,772 ms (0%)","17,772 ms (0%)","30"
"org.hibernate.sql.results.graph.entity.EntityResultGraphNode.getReferencedMappingContainer ()","903 ms (0.1%)","903 ms (0.1%)","903 ms (0%)","903 ms (0%)","2"
"io.netty.util.concurrent.DefaultPromise.setValue0 ()","903 ms (0.1%)","903 ms (0.1%)","903 ms (0%)","903 ms (0%)","1"
"org.hibernate.sql.results.graph.basic.BasicResult.<init> ()","903 ms (0.1%)","903 ms (0.1%)","903 ms (0%)","903 ms (0%)","3"
"org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.resolveJdbcValuesSource ()","902 ms (0.1%)","902 ms (0.1%)","6,881 ms (0%)","4,568 ms (0%)","10"
"org.hibernate.engine.internal.StatefulPersistenceContext.addUninitializedCollection ()","902 ms (0.1%)","902 ms (0.1%)","78,395 ms (0%)","78,395 ms (0.1%)","116"
"io.netty.channel.ChannelOutboundBuffer.nioBuffers ()","902 ms (0.1%)","902 ms (0.1%)","902 ms (0%)","902 ms (0%)","1"
"org.hibernate.query.sqm.internal.QuerySqmImpl.doList ()","901 ms (0.1%)","901 ms (0.1%)","7,441,120 ms (0.5%)","48,230 ms (0.1%)","3,403"
"com.fasterxml.jackson.core.io.IOContext.releaseConcatBuffer ()","898 ms (0.1%)","898 ms (0.1%)","898 ms (0%)","898 ms (0%)","1"
"org.hibernate.sql.results.jdbc.internal.JdbcValuesSourceProcessingStateStandardImpl$$Lambda$2668.0x0000000801b2b2d8.accept ()","898 ms (0.1%)","898 ms (0.1%)","1,495 ms (0%)","1,495 ms (0%)","2"
"org.hibernate.engine.spi.SharedSessionContractImplementor.checkOpen ()","898 ms (0.1%)","898 ms (0.1%)","898 ms (0%)","898 ms (0%)","1"
"org.apache.coyote.http11.Http11InputBuffer.parseHeaders ()","897 ms (0.1%)","897 ms (0.1%)","3,691 ms (0%)","3,691 ms (0%)","4"
"org.apache.tomcat.util.http.parser.HttpParser.skipLws ()","897 ms (0.1%)","897 ms (0.1%)","897 ms (0%)","897 ms (0%)","1"
"io.netty.util.HashedWheelTimer$HashedWheelTimeout.remove ()","897 ms (0.1%)","897 ms (0.1%)","897 ms (0%)","897 ms (0%)","1"
"org.hibernate.engine.internal.StatefulPersistenceContext$EntityHolderImpl.forEntity ()","897 ms (0.1%)","897 ms (0.1%)","897 ms (0%)","897 ms (0%)","1"
"org.hibernate.engine.spi.CascadeStyles$MultipleCascadeStyle.reallyDoCascade ()","896 ms (0.1%)","896 ms (0.1%)","5,089 ms (0%)","5,089 ms (0%)","7"
"org.apache.catalina.util.LifecycleBase.fireLifecycleEvent ()","896 ms (0.1%)","896 ms (0.1%)","896 ms (0%)","896 ms (0%)","1"
"com.fasterxml.jackson.databind.introspect.AnnotatedClassResolver._addSuperTypes ()","896 ms (0.1%)","896 ms (0.1%)","896 ms (0%)","896 ms (0%)","2"
"org.hibernate.query.sqm.internal.SimpleSqmCopyContext.getCopy ()","895 ms (0.1%)","895 ms (0.1%)","895 ms (0%)","895 ms (0%)","1"
"org.apache.catalina.core.ApplicationDispatcher.invoke ()","894 ms (0.1%)","894 ms (0.1%)","1,798 ms (0%)","1,798 ms (0%)","3"
"io.jsonwebtoken.impl.crypto.DefaultJwtSigner.<init> ()","892 ms (0.1%)","892 ms (0.1%)","892 ms (0%)","892 ms (0%)","2"
"org.hibernate.query.sqm.tree.from.SqmRoot.accept ()","889 ms (0.1%)","889 ms (0.1%)","889 ms (0%)","889 ms (0%)","1"
"org.mariadb.jdbc.client.result.Result.wasNull ()","889 ms (0.1%)","889 ms (0.1%)","889 ms (0%)","889 ms (0%)","1"
"jakarta.servlet.ServletRequestWrapper.getCharacterEncoding ()","881 ms (0.1%)","881 ms (0.1%)","881 ms (0%)","881 ms (0%)","4"
"io.micrometer.common.KeyValues.dedup ()","877 ms (0.1%)","877 ms (0.1%)","877 ms (0%)","877 ms (0%)","2"
"org.hibernate.persister.entity.AbstractEntityPersister.getPropertyValues ()","872 ms (0.1%)","872 ms (0.1%)","9,223 ms (0%)","9,223 ms (0%)","18"
"org.apache.tomcat.util.http.MimeHeaders.getUniqueValue ()","808 ms (0.1%)","808 ms (0.1%)","808 ms (0%)","808 ms (0%)","1"
"com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializer.resolve ()","808 ms (0.1%)","808 ms (0.1%)","1,406 ms (0%)","1,406 ms (0%)","2"
"org.hibernate.sql.results.spi.ListResultsConsumer.consume ()","802 ms (0.1%)","802 ms (0.1%)","8,187,992 ms (0.5%)","701,231 ms (0.8%)","9,134"
"org.hibernate.sql.results.internal.NavigablePathMapToInitializer.put ()","802 ms (0.1%)","802 ms (0.1%)","802 ms (0%)","802 ms (0%)","1"
"com.example.sns_project.service.CommentService$$SpringCGLIB$$0.getAllChildComments ()","802 ms (0.1%)","802 ms (0.1%)","7,048,422 ms (0.4%)","36,932 ms (0%)","3,196"
"org.mariadb.jdbc.message.client.QueryWithParametersPacket.encode ()","801 ms (0.1%)","801 ms (0.1%)","33,897 ms (0%)","33,897 ms (0%)","47"
"com.fasterxml.jackson.databind.ser.DefaultSerializerProvider.serializeValue ()","800 ms (0.1%)","800 ms (0.1%)","6,835 ms (0%)","6,835 ms (0%)","11"
"org.apache.coyote.http11.Http11InputBuffer.recycle ()","800 ms (0.1%)","800 ms (0.1%)","800 ms (0%)","800 ms (0%)","1"
